portfolio_id,return
PF00001001,0.02544930228911612
PF00001004,0.025903177262373678
PF00001009,0.025277554698806003
PF00001013,0.023955921944832016
PF00001014,0.02419501854545866
PF00001015,0.024003357906130028
PF00001017,0.024721545315228455
PF00001023,0.024642694293848817
PF00001024,0.02465032422478179
PF00001025,0.053642780544072316
PF00001028,0.024602269339486105
PF00001032,0.02442073754321952
PF00001036,0.024777428768947125
PF00001041,0.024887817008711958
PF00001045,0.025282516616614348
PF00001047,0.024985163251970678
PF00001049,0.025082951862803602
PF00001053,0.05440549318237442
PF00001060,0.025172295693957326
PF00001067,0.025167282784086233
PF00001068,0.024932314899247986
PF00001069,0.024708147744142962
PF00001077,0.025156923834387276
PF00001078,0.02546023828842365
PF00001085,0.025528870271424746
PF00001086,0.0538874478939695
PF00001087,0.025475726279784446
PF00001088,0.025507826768441457
PF00001092,0.025321377123807692
PF00001095,0.025478158460114367
PF00001099,0.02499365462478131
PF00001100,0.025263815378528242
PF00001104,0.025387873771379018
PF00001105,0.026833391380264207
PF00001107,0.02679777136347933
PF00001108,0.05502160222493756
PF00001112,0.026845491729589686
PF00001119,0.026950498208031054
PF00001123,0.02690240162894254
PF00001126,0.026731998183418298
PF00001132,0.026051543140652896
PF00001135,0.025995298362553723
PF00001145,0.026014825783568077
PF00001148,0.025901952084201568
PF00001153,0.026161403048230662
PF00001155,0.055586155597782044
PF00001161,0.026084005346943853
PF00001164,0.02620885670664351
PF00001165,0.02620865068970668
PF00001171,0.05545754854102082
PF00001178,0.02594840270361487
PF00001179,0.03351063459323473
PF00001180,0.05580700089142904
PF00001194,0.02579968032659091
PF00001199,0.025834799174138137
PF00001198,0.025820135846062985
PF00001203,0.0258890099527361
PF00001204,0.0260185140885103
PF00001209,0.05595942560610434
PF00001210,0.025990756858509247
PF00001218,0.025968218732868493
PF00001220,0.025992816638378324
PF00001223,0.02597198100130477
PF00001225,0.026054811179414036
PF00001227,0.026020175877941917
PF00001230,0.05595914431437671
PF00001233,0.026054783492456827
PF00001236,0.026284577236612847
PF00001238,0.0262615852905108
PF00001239,0.05534281404098355
PF00001241,0.0554102227396816
PF00001243,0.02644183525482611
PF00001244,0.026276722556235685
PF00001245,0.0555042682307729
PF00001253,0.026241699479018565
PF00001255,0.02644905523367877
PF00001258,0.026280045026891668
PF00001260,0.02630841457768346
PF00001262,0.02634586577192792
PF00001264,0.02635607787667493
PF00001265,0.026334889227331865
PF00001270,0.05540132430106085
PF00001274,0.026109747021906774
PF00001277,0.02609966642013094
PF00001282,0.026124290764610363
PF00001283,0.02629745666081453
PF00001285,0.026164141697335688
PF00001288,0.026156396295750815
PF00001290,0.02630589518598142
PF00001294,0.026124909291665506
PF00001296,0.02610779132594956
PF00001303,0.026286461551726092
PF00001305,0.026097338240130514
PF00001306,0.026075063456075832
PF00001309,0.026272808942418225
PF00001310,0.026062195707144218
PF00001312,0.026048953396598375
PF00001313,0.05450190937960031
PF00001316,0.026339073634024053
PF00001319,0.02632690392138399
PF00001324,0.026332880131999567
PF00001325,0.02632885506032897
PF00001331,0.026329896203650033
PF00001333,0.05386946648184824
PF00001334,0.02632560486028796
PF00001335,0.026943888117975066
PF00001340,0.026482949375742665
PF00001345,0.027164692894526592
PF00001348,0.054143212580387304
PF00001352,0.026474203093655016
PF00001354,0.02645298001507162
PF00001355,0.052117177585779925
PF00001356,0.051715745178637286
PF00001368,0.026607430845662184
PF00001370,0.026609221013586603
PF00001372,0.026625240035873892
PF00001375,0.026786296421190944
PF00001382,0.027694505375295095
PF00001384,0.02683408558665565
PF00001388,0.026778937772705506
PF00001389,0.026738270617894962
PF00001391,0.027145562922312245
PF00001412,0.0453684110170737
PF00001419,0.054285319291567054
