portfolio_id,return
PF00001001,0.01938334756016201
PF00001004,0.01457912452510482
PF00001009,0.01938334756016201
PF00001013,0.01938334756016201
PF00001014,0.01938334756016201
PF00001015,0.01938334756016201
PF00001017,0.01938334756016201
PF00001023,0.01938334756016201
PF00001024,0.01938334756016201
PF00001025,0.03311600668427547
PF00001028,0.01938334756016201
PF00001032,0.01938334756016201
PF00001036,0.01938334756016201
PF00001041,0.01938334756016201
PF00001045,0.01457912452510482
PF00001047,0.01938334756016201
PF00001049,0.01938334756016201
PF00001053,0.03311600668427547
PF00001060,0.01938334756016201
PF00001067,0.01938334756016201
PF00001068,0.01938334756016201
PF00001069,0.01938334756016201
PF00001077,0.021192740457876422
PF00001078,0.021192740457876422
PF00001085,0.0163985415429355
PF00001086,0.03311600668427547
PF00001087,0.021192740457876422
PF00001088,0.021192740457876422
PF00001092,0.021192740457876422
PF00001095,0.0163985415429355
PF00001099,0.021192740457876422
PF00001100,0.021192740457876422
PF00001104,0.021192740457876422
PF00001105,0.021192740457876422
PF00001107,0.021192740457876422
PF00001108,0.03311600668427547
PF00001112,0.021192740457876422
PF00001119,0.0163985415429355
PF00001123,0.0163985415429355
PF00001126,0.021192740457876422
PF00001132,0.021192740457876422
PF00001135,0.021192740457876422
PF00001145,0.0163985415429355
PF00001148,0.021192740457876422
PF00001153,0.0163985415429355
PF00001155,0.03311600668427547
PF00001161,0.021192740457876422
PF00001164,0.0163985415429355
PF00001165,0.0163985415429355
PF00001171,0.03385240516957732
PF00001178,0.021192740457876422
PF00001179,0.01772713624339747
PF00001180,0.03311600668427547
PF00001194,0.021192740457876422
PF00001199,0.021192740457876422
PF00001198,0.021929138943178272
PF00001203,0.021192740457876422
PF00001204,0.0163985415429355
PF00001209,0.03385240516957732
PF00001210,0.0163985415429355
PF00001218,0.021192740457876422
PF00001220,0.021192740457876422
PF00001223,0.021192740457876422
PF00001225,0.0163985415429355
PF00001227,0.021192740457876422
PF00001230,0.03385240516957732
PF00001233,0.021192740457876422
PF00001236,0.021192740457876422
PF00001238,0.021192740457876422
PF00001239,0.03311600668427547
PF00001241,0.03385240516957732
PF00001243,0.0163985415429355
PF00001244,0.021192740457876422
PF00001245,0.03311600668427547
PF00001253,0.021192740457876422
PF00001255,0.0163985415429355
PF00001258,0.021192740457876422
PF00001260,0.021192740457876422
PF00001262,0.021192740457876422
PF00001264,0.021192740457876422
PF00001265,0.021192740457876422
PF00001270,0.03311600668427547
PF00001274,0.021192740457876422
PF00001277,0.021192740457876422
PF00001282,0.021192740457876422
PF00001283,0.0163985415429355
PF00001285,0.021192740457876422
PF00001288,0.021192740457876422
PF00001290,0.0163985415429355
PF00001294,0.021192740457876422
PF00001296,0.021192740457876422
PF00001303,0.0163985415429355
PF00001305,0.021192740457876422
PF00001306,0.021192740457876422
PF00001309,0.021192740457876422
PF00001310,0.021192740457876422
PF00001312,0.021192740457876422
PF00001313,0.03311600668427547
PF00001316,0.021192740457876422
PF00001319,0.021192740457876422
PF00001324,0.021192740457876422
PF00001325,0.021192740457876422
PF00001331,0.021192740457876422
PF00001333,0.03311600668427547
PF00001334,0.021192740457876422
PF00001335,0.0163985415429355
PF00001340,0.021192740457876422
PF00001345,0.0163985415429355
PF00001348,0.03311600668427547
PF00001352,0.021192740457876422
PF00001354,0.021192740457876422
PF00001355,0.020473109323013116
PF00001356,0.020473109323013116
PF00001368,0.021192740457876422
PF00001370,0.021192740457876422
PF00001372,0.021192740457876422
PF00001375,0.021192740457876422
PF00001382,0.0163985415429355
PF00001384,0.021192740457876422
PF00001388,0.021192740457876422
PF00001389,0.021192740457876422
PF00001391,0.021192740457876422
PF00001412,0.010369641761073476
PF00001419,0.03311600668427547
PF00001424,0.021192740457876422
PF00001427,0.021192740457876422
PF00001428,0.021192740457876422
PF00001430,0.021192740457876422
PF00001432,0.009028695411175241
PF00001433,0.021192740457876422
PF00001438,0.021192740457876422
PF00001440,0.020473109323013116
PF00001441,0.021192740457876422
PF00001446,0.021192740457876422
PF00001450,0.021192740457876422
PF00001453,0.009028695411175241
PF00001456,0.021192740457876422
PF00001458,0.021192740457876422
PF00001463,0.03385240516957732
PF00001464,0.021192740457876422
PF00001471,0.03385240516957732
PF00001473,0.021192740457876422
PF00001474,0.03311600668427547
PF00001480,0.021192740457876422
PF00001486,0.020473109323013116
PF00001493,0.03311600668427547
PF00001494,0.021929138943178272
PF00001497,0.021192740457876422
PF00001500,0.021192740457876422
PF00001503,0.03385240516957732
PF00001505,0.021192740457876422
PF00001508,0.021192740457876422
PF00001510,0.021192740457876422
PF00001511,0.021192740457876422
PF00001512,0.022108304629738233
PF00001515,0.021192740457876422
PF00001516,0.03311600668427547
PF00001519,0.03311600668427547
PF00001522,0.021192740457876422
PF00001529,0.021192740457876422
PF00001532,0.021192740457876422
PF00001535,0.021192740457876422
PF00001536,0.021192740457876422
PF00001537,0.021192740457876422
PF00001540,0.03385240516957732
PF00001541,0.021192740457876422
PF00001542,0.03385240516957732
PF00001547,0.021192740457876422
PF00001550,0.03311600668427547
PF00001553,0.021192740457876422
PF00001556,0.021192740457876422
PF00001561,0.03385240516957732
PF00001564,0.022108304629738233
PF00001565,0.021192740457876422
PF00001569,0.02351450545540605
PF00001572,0.03317052266058663
PF00001575,0.02351450545540605
PF00001578,0.02351450545540605
PF00001579,0.033906921145888475
PF00001583,0.02351450545540605
PF00001589,0.02351450545540605
PF00001590,0.033906921145888475
PF00001592,0.02351450545540605
PF00001593,0.03317052266058663
PF00001597,0.02351450545540605
PF00001599,0.02351450545540605
PF00001614,0.02351450545540605
PF00001618,0.02351450545540605
PF00001619,0.02351450545540605
PF00001629,0.02351450545540605
PF00001626,0.02351450545540605
PF00001628,0.02351450545540605
PF00001631,0.033906921145888475
PF00001632,0.02351450545540605
PF00001633,0.02351450545540605
PF00001635,0.02351450545540605
PF00001642,0.02351450545540605
PF00001648,0.02351450545540605
PF00001654,0.02351450545540605
PF00001655,0.02351450545540605
PF00001656,0.02351450545540605
PF00001660,0.02351450545540605
PF00001661,0.033906921145888475
PF00001665,0.02351450545540605
PF00001667,0.033906921145888475
PF00001677,0.036236442508477656
PF00001682,0.025966372817715196
PF00001690,0.025966372817715196
PF00001693,0.025966372817715196
PF00001711,0.025966372817715196
PF00001712,0.025966372817715196
PF00001713,0.025966372817715196
PF00001714,0.025966372817715196
PF00001719,0.025966372817715196
PF00001728,0.025966372817715196
PF00001729,0.025966372817715196
PF00001731,0.036236442508477656
PF00001732,0.025966372817715196
PF00001745,0.02801353287793041
PF00001749,0.02801353287793041
PF00001751,0.03662973782585306
PF00001754,0.02801353287793041
PF00001756,0.02801353287793041
PF00001765,0.02801353287793041
PF00001767,0.02801353287793041
PF00001768,0.03589333934055121
PF00001770,0.02801353287793041
PF00001772,0.02801353287793041
PF00001774,0.02801353287793041
PF00001776,0.02801353287793041
PF00001779,0.03662973782585306
PF00001786,0.030938348715578653
PF00001787,0.02801353287793041
PF00001789,0.02801353287793041
PF00001792,0.02801353287793041
PF00001793,0.03662973782585306
PF00001797,0.02801353287793041
PF00001801,0.02801353287793041
PF00001805,0.02801353287793041
PF00001807,0.03662973782585306
PF00001808,0.02801353287793041
PF00001809,0.02801353287793041
PF00001813,0.02801353287793041
PF00001819,0.02801353287793041
PF00001820,0.02801353287793041
PF00001824,0.030025161621254813
PF00001834,0.030025161621254813
PF00001837,0.03705190023461577
PF00001841,0.030025161621254813
PF00001842,0.030025161621254813
PF00001844,0.030025161621254813
PF00001846,0.030025161621254813
PF00001847,0.030025161621254813
PF00001848,0.030025161621254813
PF00001849,0.030025161621254813
PF00001854,0.030025161621254813
PF00001857,0.030025161621254813
PF00001863,0.030025161621254813
PF00001865,0.030025161621254813
PF00001867,0.030025161621254813
PF00001868,0.030025161621254813
PF00001869,0.030025161621254813
PF00001875,0.030025161621254813
PF00001878,0.03705190023461577
PF00001879,0.030025161621254813
PF00001880,0.030025161621254813
PF00001886,0.030025161621254813
PF00001887,0.030025161621254813
PF00001895,0.030025161621254813
PF00001900,0.030025161621254813
PF00001904,0.03705190023461577
PF00001907,0.030025161621254813
PF00001908,0.030025161621254813
PF00001912,0.030025161621254813
PF00001920,0.03705190023461577
PF00001921,0.03705190023461577
PF00001922,0.030025161621254813
PF00001923,0.030025161621254813
PF00001924,0.030025161621254813
PF00001925,0.030025161621254813
PF00001929,0.030025161621254813
PF00001935,0.03631550174931392
PF00001936,0.030025161621254813
PF00001937,0.030025161621254813
PF00001939,0.030025161621254813
PF00001951,0.030025161621254813
PF00001948,0.030025161621254813
PF00001952,0.03705190023461577
PF00001953,0.030025161621254813
PF00001960,0.030025161621254813
PF00001963,0.030025161621254813
PF00001966,0.03705190023461577
PF00001970,0.030025161621254813
PF00001975,0.030025161621254813
PF00001978,0.030025161621254813
PF00001985,0.03631550174931392
PF00001987,0.03705190023461577
PF00001988,0.030025161621254813
PF00001995,0.030025161621254813
PF00001996,0.030025161621254813
PF00001997,0.030025161621254813
PF00001999,0.03631550174931392
PF00002000,0.030025161621254813
PF00002001,0.03631550174931392
PF00002008,0.030025161621254813
PF00002010,0.03631550174931392
PF00002011,0.030025161621254813
PF00002012,0.030025161621254813
PF00002015,0.030025161621254813
PF00002016,0.030025161621254813
PF00002022,0.030025161621254813
PF00002026,0.030025161621254813
PF00002031,0.030025161621254813
PF00002032,0.030025161621254813
PF00002036,0.030025161621254813
PF00002038,0.030025161621254813
PF00002042,0.030025161621254813
PF00002044,0.03631550174931392
PF00002045,0.030025161621254813
PF00002049,0.030025161621254813
PF00002050,0.030025161621254813
PF00002051,0.030025161621254813
PF00002054,0.030025161621254813
PF00002058,0.030025161621254813
PF00002069,0.030025161621254813
PF00002073,0.030025161621254813
PF00002076,0.030025161621254813
PF00002077,0.030025161621254813
PF00002084,0.030025161621254813
PF00002085,0.030025161621254813
PF00002087,0.030025161621254813
PF00002089,0.030025161621254813
PF00002099,0.030025161621254813
PF00002103,0.030025161621254813
PF00002105,0.030761560106556663
PF00002106,0.030025161621254813
PF00002109,0.030025161621254813
PF00002113,0.030025161621254813
PF00002121,0.030025161621254813
PF00002128,0.03631550174931392
PF00002129,0.030025161621254813
PF00002131,0.030025161621254813
PF00002140,0.030025161621254813
PF00002141,0.030025161621254813
PF00002144,0.030025161621254813
PF00002145,0.030025161621254813
